siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
325347169,00212,32534716900212,O,2019-09-27,22,2023,,2025-01-15T02:36:56.137,true,A,O,,1982-08-01,5710,CTP ENVIRONNEMENT,,,,,,,,,,,81.22Z,NAFRev2,,N,,22,2023,00212,2025-07-22T13:57:34.851,PME,2023,,1,,,QUAI,DU CONFLUENT,78700,CONFLANS-SAINTE-HONORINE,,78172,,,781720690_B,632162.9683766922,6877244.053780232,A,,,,,43.99D,NAFRev2,N
325373470,00047,32537347000047,O,2022-11-10,21,2023,,2024-03-30T06:27:17.971,true,A,O,,1982-09-01,5710,TECHNIQUES DE SONDAGES ET TESTS - TEST,TEST,,,,,,,,,,73.20Z,NAFRev2,,N,,21,2023,00047,2024-03-22T09:28:19,PME,2023,2-6,2,,,RUE,MARCEL MONGE,92150,SURESNES,,92073,,,920736105_B,643062.1314557061,6862654.835621951,A,,,,,73.20Z,NAFRev2,O
325400430,00048,32540043000048,O,1995-06-10,21,2023,,2025-01-31T02:18:07.596,true,A,O,,1982-07-05,9220,ASS MAINTIEN A DOMICILE PERSONNES AGEES,AMADPA,,,,,,,,,,88.10A,NAFRev2,W912001749,O,,21,2023,00048,2024-03-22T09:28:19,PME,2023,,9,,,AVENUE,DE LA REPUBLIQUE,91230,MONTGERON,,91421,,,914213450_B,659674.0617832892,6845618.397149302,A,,,,,88.10A,NAFRev2,O
325437622,00013,32543762200013,O,1982-09-11,32,2023,,2025-10-09T16:31:45.232,true,A,O,,1982-09-11,5710,BOUCHE DISTRIBUTION,,,,,,,,,,,47.11F,NAFRev2,,N,,32,2023,00013,2025-10-09T16:31:45.213,ETI,2023,ZI,8,,,BOULEVARD,DE LA MARNE,77120,COULOMMIERS,,77131,,,771310598_B,706714.5191133928,6855745.945702051,A,,,,,47.11F,NAFRev2,O
325486454,00052,32548645400052,O,2004-01-31,21,2023,,2025-02-06T02:12:37.458,true,A,O,,1982-09-01,5710,HGH SYSTEMES INFRAROUGES,,,,,,,,,,,26.70Z,NAFRev2,,N,,21,2023,00052,2024-03-22T09:28:19,PME,2023,,10,,,RUE,MARYSE BASTIE,91430,IGNY,,91312,,,913120155_B,643700.0183094247,6848253.048356616,A,,,,HGH INFRARED SYSTEMS,26.70Z,NAFRev2,O
325538825,00119,32553882500119,O,2022-09-12,22,2023,,2025-10-06T16:01:45.972,true,A,O,,1982-09-17,5710,VINCI CONSTRUCTION GEOINFRASTRUCTURE,VCT GP,,,,,,,,,,43.12B,NAFRev2,,N,,22,2023,00119,2025-10-06T16:01:45.956,GE,2023,,2313,,,BOULEVARD,DE LA DEFENSE,92000,NANTERRE,,92050,,,920502507_B,643637.046604879,6866571.882977384,A,,,,,43.12B,NAFRev2,O
325539609,00108,32553960900108,O,2020-12-18,32,2023,,2025-02-12T02:08:12.312,true,A,O,,1982-10-01,5710,DERICHEBOURG ENERGIE,,,,,,,,,,,43.22B,NAFRev2,,N,,32,2023,00108,2025-08-27T11:01:09.296,GE,2023,,51,,,CHEMIN,DES MECHES,94000,CRETEIL,,94028,,,940286150_B,658783.80097126,6854062.188607192,A,DERICHEBOURG ENERGIE,,,DERICHEBOURG ENERGIE,43.22B,NAFRev2,O
325590925,00047,32559092500047,O,2010-12-23,22,2023,,2025-10-20T17:33:11.264,true,A,O,,1982-06-30,6220,GIE AFER,,,,,,,,,,,82.99Z,NAFRev2,,N,,22,2023,00047,2025-10-20T17:33:11.253,GE,2023,,36,,,RUE,DE CHATEAUDUN,75009,PARIS,,75109,,,751091920_B,651298.1104284459,6864228.617023426,A,,,,,82.99Z,NAFRev2,O
325723765,00021,32572376500021,O,1988-01-14,21,2023,,2025-02-18T02:21:33.478,true,A,O,,1982-10-22,5710,TIERS TEMPS GENNEVILLIERS,,,,,,,,,,,87.10A,NAFRev2,,N,,21,2023,00021,2024-12-31T05:12:41.372,GE,2023,,22,,,RUE,JEANNE D'ARC,92230,GENNEVILLIERS,,92036,,,920364735_B,648663.3844671617,6870209.7985047,A,RESIDENCE VILLA CAROLINE,,,,87.10A,NAFRev2,O
325730380,00053,32573038000053,O,2004-06-04,21,2023,,2025-01-16T03:33:34.13,true,A,O,,1982-10-25,5710,JEAN PAUL GAULTIER SA,,,,,,,,,,,77.40Z,NAFRev2,,N,,21,2023,00053,2024-09-17T05:28:37.491,ETI,2023,,325,,,RUE,SAINT-MARTIN,75003,PARIS,,75103,,,751038694_B,652657.6767421969,6863256.684419943,A,,,,,74.90B,NAFRev2,O
325775955,00033,32577595500033,O,2020-01-21,21,2023,,2025-07-12T14:31:43.093,true,A,O,,1982-08-10,5710,KL,,,,,,,,,,,69.10Z,NAFRev2,,N,,21,2023,00033,2025-07-12T14:31:43.071,PME,2023,,5,,,RUE,DE LA BOURSE,75002,PARIS,,75102,,,751021217_B,651557.7107761343,6863467.9409335805,A,K.L. ASSOCIES - KL CONSEIL,,,KL CONSEIL,69.10Z,NAFRev2,N
325785210,00015,32578521000015,O,1982-11-02,21,2023,,2025-04-10T13:34:24.669,true,A,O,,1982-11-02,5699,ELECTRE,,,,,,,,,,,58.29C,NAFRev2,,N,,21,2023,00015,2025-04-10T13:34:24.658,PME,2023,,35,,,RUE,GREGOIRE DE TOURS,75006,PARIS,,75106,,,751064306_B,651390.1053791092,6861537.701339769,A,,,,,58.29C,NAFRev2,O
325807220,00026,32580722000026,O,1989-03-28,42,2023,,2025-01-24T03:06:50.576,true,A,O,,1982-11-12,5710,MAINTENANCE INDUSTRIE,,,,,,,,,,,81.21Z,NAFRev2,,N,,42,2023,00026,2024-03-22T09:28:19,GE,2023,,14,,,RUE,D'ANNAM,75020,PARIS,,75120,,,751200355_B,655561.5769733856,6863142.161033201,A,,,,,81.21Z,NAFRev2,O
325843951,00014,32584395100014,O,1982-11-01,21,2023,,2025-02-15T02:08:21.186,true,A,O,,1982-11-01,5710,MALAFOSSE,,,,,,,,,,,56.10A,NAFRev2,,N,,21,2023,00014,2024-03-22T09:28:19,PME,2023,,4,,,PLACE,TATTEGRAIN,75016,PARIS,,75116,,,751169181_B,646603.6683463791,6862937.363024093,A,,,,,56.10A,NAFRev2,O
325844900,00044,32584490000044,O,1991-05-01,21,2023,,2025-01-20T02:07:48.823,true,A,O,,1982-10-05,5710,HAUKY,,,,,,,,,,,10.89Z,NAFRev2,,,,22,2023,00044,2025-09-22T15:34:11.575,PME,2023,162-164-166,166,,,RUE,CONSTANT COQUELIN,94600,CHOISY-LE-ROI,,94022,,,940221480_B,655982.4710275901,6852835.207827597,A,,,,,10.89Z,NAFRev2,O
325910412,00080,32591041200080,O,2020-12-11,21,2023,,2024-03-30T12:39:09.328,true,A,O,,1981-05-29,9220,AUX CAPTIFS LA LIBERATION,ACLL,,,,,,,,,,88.99B,NAFRev2,W751057183,O,,21,2023,00080,2024-03-22T09:28:19,PME,2023,,33,,,AVENUE,PARMENTIER,75011,PARIS,,75111,,,751117067_B,654295.083294805,6862587.123589192,A,,,,,88.99B,NAFRev2,O
325912855,00039,32591285500039,O,2000-11-30,22,2023,,2024-03-30T05:28:46.862,true,A,O,,1982-09-01,9220,AGES ET VIE,,,,,,,,,,,88.10A,NAFRev2,W941000029,O,,22,2023,00039,2024-03-22T09:28:19,PME,2023,,7,,,AVENUE,MAXIMILIEN DE ROBESPIERRE,94400,VITRY-SUR-SEINE,,94081,,,940816180_B,655056.1250433868,6854754.127524136,A,,,,,88.10A,NAFRev2,O
325932945,00026,32593294500026,O,1984-12-01,21,2023,,2025-01-28T02:46:06.917,true,A,O,,1982-12-01,5710,SANI 92,,,,,,,,,,,49.39A,NAFRev2,,,,22,2023,00026,2025-01-06T13:01:10.327,PME,2023,20-22,20,,,RUE,ROLLET SALVAN,92230,GENNEVILLIERS,,92036,,,920368150_B,648717.664846671,6870745.335120116,A,,,,,49.39A,NAFRev2,O
325975209,00033,32597520900033,O,1998-08-16,21,2023,,2025-01-29T02:35:01.06,true,A,O,,1982-10-01,8310,COMITE SOCIAL ET ECONOMIQUE DU SIEGE DE FRANCE TELEVISION RESTAURATION,CSE SIEGE FTV RESTAU,,,,,,,,,,94.20Z,NAFRev2,,N,,21,2023,00033,2025-03-11T05:21:21.696,PME,2023,,7,,,ESPLANADE,HENRI DE FRANCE,75015,PARIS,,75115,,,75115b104_B,646479.805827878,6860130.724768802,A,,,,,56.29B,NAFRev2,O
326094471,00017,32609447100017,O,1983-01-01,51,2023,,2025-10-15T12:32:42.616,true,A,O,,1982-01-01,5599,SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE,,,,,,,,,,,60.10Z,NAFRev2,,N,,52,2023,00017,2025-10-15T12:32:42.603,GE,2023,,116,,,AVENUE,DU PRESIDENT KENNEDY,75016,PARIS,,75116,,,751167801_B,647132.5640077819,6861586.549433295,A,,,,,60.10Z,NAFRev2,O
326102613,00022,32610261300022,O,1987-06-15,22,2023,,2025-02-02T02:38:26.969,true,A,O,,1982-11-01,5699,LA LOUISIANE,,,,,,,,,,,43.22A,NAFRev2,,N,,22,2023,00022,2024-03-22T09:28:19,PME,2023,,18,,,RUE,BUZELIN,75018,PARIS,,75118,,,751181396_B,653370.2329349624,6865853.227848354,A,,,,,43.22A,NAFRev2,O
326127784,00048,32612778400048,O,2016-06-28,32,2023,,2025-04-08T13:33:15.481,true,A,O,,1982-12-01,5599,BANQUE FRANCAISE MUTUALISTE,BFM,,,,,,,,,,64.19Z,NAFRev2,,N,,32,2023,00048,2025-04-08T13:33:15.461,ETI,2023,56-60,56,,,RUE,DE LA GLACIERE,75013,PARIS,,75113,,,751134201_B,651872.3940241422,6859356.874597054,A,,,,,64.19Z,NAFRev2,O
326144490,00033,32614449000033,O,1990-08-29,21,2023,,2025-01-23T03:20:36.581,true,A,O,,1983-01-20,5710,APERAM ALLOYS RESCAL,,,,,,,,,,,24.45Z,NAFRev2,,,,21,2023,00033,2024-03-22T09:28:19,GE,2023,ZI DES PRES,,,,AVENUE,DE LA COURONNE DES PRES,78680,EPONE,,78217,,,782170307_B,613846.8234900668,6874012.6160290865,A,,,,,24.45Z,NAFRev2,O
326172814,00013,32617281400013,O,1982-12-15,22,2023,,2025-02-11T02:29:19.143,true,A,O,,1982-12-15,5710,SAINT CLAIR LE TRAITEUR SA,,,,,,,,,,,56.21Z,NAFRev2,,N,,22,2023,00013,2024-03-22T09:28:19,GE,2023,ZI LES BETHUNES 40 A 46,40,,,RUE,DU BOIS DU PONT,95310,SAINT-OUEN-L'AUMONE,,95572,,,955720045_B,637301.9120605448,6882982.8102304125,A,,,,,56.21Z,NAFRev2,O
326260247,00043,32626024700043,O,1998-01-12,21,2023,,2025-01-28T02:22:02.428,true,A,O,,1983-01-12,5710,BUSINESS AND TECHNICAL LANGUAGES,BTL,,,,,,,,,,85.42Z,NAFRev2,,N,,21,2023,00043,2024-03-22T09:28:19,PME,2023,82-84,82,,,BOULEVARD,HAUSSMANN,75008,PARIS,,75108,,,751084485_B,650498.3244572144,6864006.546404402,A,,,,,85.42Z,NAFRev2,O
326280096,00164,32628009600164,O,2023-11-01,22,2023,,2024-03-30T02:26:51.8,true,A,O,,1962-01-01,5710,SCHWARZKOPF,,,,,,,,,,,46.45Z,NAFRev2,,N,,22,2023,00164,2025-08-06T15:32:19.186,ETI,2023,,245,,,RUE,DU VIEUX PONT DE SEVRES,92100,BOULOGNE-BILLANCOURT,,92012,,,920129670_B,644102.1571250047,6859170.290661493,A,,,,,46.45Z,NAFRev2,O
326300159,00067,32630015900067,O,1992-03-09,42,2023,,2025-07-31T17:01:39.805,true,A,O,,1982-09-17,5599,TELEVISION FRANCAISE 1,TF1,,,,,,,,,,60.20A,NAFRev2,,N,,42,2023,00067,2025-07-31T17:01:39.79,GE,2023,,1,,,QUAI,DU POINT DU JOUR,92100,BOULOGNE-BILLANCOURT,,92012,,,920127231_B,645743.0691927093,6859565.79576166,A,,,,,60.20A,NAFRev2,O
326368214,00010,32636821400010,O,1983-01-01,22,2023,,2025-02-01T02:12:31.339,true,A,O,,1983-01-01,5710,DELISLE JEAN LOUIS,,,,,,,,,,,49.41A,NAFRev2,,N,,22,2023,00010,2024-03-22T09:28:19,ETI,2023,LD LE PETIT TAILLIS,,,,ROUTE,DE PROVINS,77320,LA FERTE-GAUCHER,,77182,,,771820670_B,721594.6753956926,6852724.896982654,A,,,,,49.41B,NAFRev2,O
326422219,00021,32642221900021,O,1987-02-27,21,2023,,2025-04-23T11:00:56.349,true,A,O,,1983-01-01,5710,ENTREPRISE CHARPENTIER,,,,,,,,,,,43.22B,NAFRev2,,,,21,2023,00021,2025-04-23T11:00:56.335,PME,2023,ZI LA MOINERIE,1,,,RUE,DE BRETAGNE,91220,BRETIGNY-SUR-ORGE,,91103,,,911030200_B,648525.7159173512,6832837.433509358,A,,,,,43.22B,NAFRev2,O
326446747,00247,32644674700247,O,2022-07-04,32,2023,,2025-02-14T02:24:37.329,true,A,O,,1982-11-04,5710,RAND DIFFUSION,,,,,,,,,,,46.49Z,NAFRev2,,N,,41,2023,00247,2025-11-24T11:01:40.456,ETI,2023,,8,,,RUE,BELLINI,75016,PARIS,,75116,,,751160845_B,647347.9937531452,6862552.913836011,A,,,,,46.49Z,NAFRev2,O
326494564,00072,32649456400072,O,2023-05-01,21,2023,,2025-02-15T02:12:17.329,true,A,O,,1983-01-01,5710,DOCARET,,,,,,,,,,,71.12B,NAFRev2,,N,,21,2023,00072,2024-10-10T11:00:15.181,PME,2023,,30,,,BOULEVARD,BELLERIVE,92500,RUEIL-MALMAISON,,92063,,,920637sy3_B,638639.378002285,6864986.545867079,A,,,,DOCARET,71.12B,NAFRev2,O
326556578,00069,32655657800069,O,2003-07-10,32,2023,,2025-11-03T14:50:28.22,true,A,O,,1983-02-01,5710,THERMO ELECTRON SAS,,,,,,,,,,,95.21Z,NAFRev2,,N,,32,2023,00069,2025-11-03T14:51:53.124,ETI,2023,PARC AFF SILIC COURTABOEUF,16,,,AVENUE,DU QUEBEC,91140,VILLEBON-SUR-YVETTE,,91661,,,916612045_B,642236.9990383338,6843577.911787686,A,,,,,95.21Z,NAFRev2,O
326566148,00077,32656614800077,O,1999-04-01,32,2023,,2025-04-22T19:00:50.078,true,A,O,,1983-02-10,5710,ENTREPRISE LEFORT FRANCHETEAU,ELEF,,,,,,,,,,43.22B,NAFRev2,,N,,32,2023,00077,2025-08-09T05:17:16.1,GE,2023,,1,,,AV,DU PDT POMPIDOU,92500,RUEIL MALMAISON,,92063,,,920633045_C,,,A,,,,,43.22B,NAFRev2,O
326727484,00049,32672748400049,O,1988-01-01,21,2023,,2025-02-10T02:09:10.344,true,A,O,,1983-02-01,5599,PI-ELECTRONIQUE,,,,,,,,,,,28.23Z,NAFRev2,,N,,21,2023,00049,2024-03-22T09:28:19,PME,2023,ZA COURTABOEUF N1,36,,,AVENUE,DE LA BALTIQUE,91140,VILLEBON-SUR-YVETTE,,91661,,,916610060_B,642382.9332442455,6843870.990692087,A,,,,,28.23Z,NAFRev2,O
326727500,00083,32672750000083,O,2016-03-16,21,2023,,2025-02-16T02:13:56.492,true,C,O,,1983-03-01,5710,METALINE SERVICES,,,,,,,,,,,62.03Z,NAFRev2,,N,,21,2023,00083,2024-03-22T09:28:19,ETI,2023,,183,,,AVENUE,GEORGES CLEMENCEAU,92000,NANTERRE,,92050,,,920504140_B,642386.8648559143,6865445.794155547,F,,,,,62.03Z,NAFRev2,O
326738812,00071,32673881200071,O,2018-04-01,22,2023,,2025-04-06T02:10:50.973,true,A,O,,1983-02-01,9220,ASSOC APTIMA,,,,,,,,,,,94.99Z,NAFRev2,W781000939,O,,22,2023,00071,2025-09-12T05:20:23.02,PME,2023,,26,,,RUE,DES CLOSEAUX,78200,MANTES-LA-JOLIE,,78361,,,783610510_B,603294.7090643143,6877920.470245848,A,,,,,94.99Z,NAFRev2,N
326767597,00205,32676759700205,O,2022-11-21,21,2023,,2025-06-11T15:01:11.087,true,A,O,,1983-02-15,5710,HEXAGON METROLOGY SAS,,,,,,,,,,,26.51B,NAFRev2,,N,,22,2023,00205,2025-06-11T15:01:11.074,ETI,2023,IM LE DISCOVERY PARC TEC,,,,ROUTE,DE L’ORME DES MERISIERS,91190,SAINT-AUBIN,,91538,,,915384bgil1_B,637347.7276813794,6845907.989519715,A,,,,,46.14Z,NAFRev2,O
326793999,00045,32679399900045,O,2006-02-01,32,2023,,2024-03-30T07:46:50.926,true,A,O,,1983-04-01,5499,ORPHEE DIFFUSION CONSEIL,ODIC,,,,,,,,,,73.20Z,NAFRev2,,,,32,2023,00045,2024-03-22T09:28:19,PME,2023,,35,,,RUE,DE LA REPUBLIQUE,92150,SURESNES,,92073,,,920738131_B,642921.4546643726,6862711.820474596,A,,,,,73.20Z,NAFRev2,O
326817442,00055,32681744200055,O,2013-03-01,22,2023,,2025-02-11T02:12:39.627,true,A,O,,1982-09-27,4110,AGENCE NATIONALE CHEQUES VACANCES,ANCV,,,,,,,,,,66.19B,NAFRev2,,N,,31,2023,00055,2024-03-22T09:28:19,ETI,2023,,36,,,BOULEVARD,HENRI BERGSON,95200,SARCELLES,,95585,,,955851250_B,654381.1366568963,6875294.372544849,A,,,,,66.19B,NAFRev2,O
326817467,00052,32681746700052,O,2016-01-01,22,2023,,2025-10-14T17:32:31.171,true,A,O,,1983-01-01,5710,LA FRANCAISE FINANCE SERVICES,,,,,,,,,,,66.30Z,NAFRev2,,N,,22,2023,00052,2025-10-14T17:32:31.159,GE,2023,,128,,,BOULEVARD,RASPAIL,75006,PARIS,,75106,,,751068045_B,650752.42,6860572.44,A,,,,LA FRANCAISE PARTENAIRES ET LA FRANCAISE INSTITUTIONNELS,66.30Z,NAFRev2,O
326836335,00066,32683633500066,O,2016-06-01,21,2023,,2025-07-10T14:59:50.182,true,A,O,,1983-01-18,5710,TITE-LIVE,,,,,,,,,,,62.01Z,NAFRev2,,N,,21,2023,00066,2025-07-29T15:52:15.72,PME,2023,,19,B,,AVENUE,LEON GAMBETTA,92120,MONTROUGE,,92049,,,920495135_B,650363.591567402,6857273.225453123,A,,,,,62.01Z,NAFRev2,O
326913340,00062,32691334000062,O,2006-11-28,21,2023,,2025-01-22T02:50:36.204,true,A,O,,1983-01-04,5710,SPIRALE,SPIRALE,,,,,,,,,,43.99D,NAFRev2,,N,,21,2023,00062,2024-12-27T12:00:40.631,PME,2023,,7,,,RUE,SALVADOR ALLENDE,91120,PALAISEAU,,91477,,,914774565_B,645528.2821591027,6846006.2066317145,A,SPIRALE,,,,43.99D,NAFRev2,O
326966777,00160,32696677700160,O,2013-03-01,22,2023,,2025-01-25T02:48:05.643,true,A,O,,1983-01-26,5710,ECONOCOM,,,,,,,,,,,70.10Z,NAFRev2,,N,,22,2023,00160,2024-09-20T15:47:47.301,ETI,2023,40 A 42,40,,,QUAI,DE DION BOUTON,92800,PUTEAUX,,92062,,,920622547_B,644806.7549503564,6864974.4076195825,A,,,,,46.51Z,NAFRev2,O
326981982,00019,32698198200019,O,1983-01-01,21,2023,,2024-03-22T15:40:57.001,true,A,O,,1983-01-01,2900,SPC LE CHESNAY TRIANON,,,,,,,,,,,68.32A,NAFRev2,,,,21,2023,00019,2024-03-22T09:28:19,PME,2023,,2,,,AV,CHARLES DE GAULLE,78150,LE CHESNAY-ROCQUENCOURT,,78158,,,,,,A,,,,,68.32A,NAFRev2,O
326982337,00031,32698233700031,O,1989-10-01,21,2023,,2025-01-25T03:08:36.051,true,A,O,,1983-03-06,9220,LE COMEDE COMITE POUR LA SANTE DES EXILES,COMEDE,,,,,,,,,,86.21Z,NAFRev2,W943000789,O,,21,2023,00031,2024-03-22T09:28:19,PME,2023,,78,,,RUE,DU GENERAL LECLERC,94270,LE KREMLIN-BICETRE,,94043,,,940434130_B,652845.2947196868,6856855.771016358,A,,,,,86.21Z,NAFRev2,O
327003554,00026,32700355400026,O,1984-06-25,21,2023,,2025-02-18T02:06:59.705,true,A,O,,1983-03-21,5710,SOCIETE MASSYQUOISE DE DISTRIBUTION,MASSYDIS,,,,,,,,,,47.11F,NAFRev2,,N,,21,2023,00026,2024-03-22T09:28:19,PME,2023,CD 117 LD LE PILEU,117,,,ROUTE,DE PALAISEAU,91300,MASSY,,91377,,,913773650_B,644314.8274158278,6848166.842928866,A,,,,,47.11F,NAFRev2,O
327061339,00054,32706133900054,O,2016-07-22,21,2023,,2025-01-28T02:45:28.429,true,A,O,,1983-04-01,5599,ICARE ASSURANCE,,,,,,,,,,,65.12Z,NAFRev2,,N,,22,2023,00054,2024-07-02T05:14:34.721,GE,2023,,93,,,RUE,NATIONALE,92100,BOULOGNE-BILLANCOURT,,92012,,,920126610_B,644173.4141830951,6859129.239234963,A,,,,,77.11A,NAFRev2,O
327113627,00019,32711362700019,O,1983-04-01,22,2023,,2025-02-14T02:25:13.168,true,A,O,,1983-04-01,5699,SOCIETE EXPLOITATION CLINIQUE DE TOURNAN,,,,,,,,,,,86.10Z,NAFRev2,,N,,22,2023,00019,2024-03-22T09:28:19,ETI,2023,,,,,RUE,JULES LEFEBVRE,77220,TOURNAN-EN-BRIE,,77470,,,774700660_B,682025.3657165627,6849233.658844183,A,,,,,86.10Z,NAFRev2,O
327155099,00051,32715509900051,O,2010-05-01,42,2023,,2024-03-30T02:22:06.749,true,A,O,,1983-04-26,5710,LA RATIONNELLE NETTOYAGE INDUSTRIEL,,,,,,,,,,,81.21Z,NAFRev2,,,,42,2023,00051,2024-03-22T09:28:19,ETI,2023,ESPACE CLAUDE MONET,20,,,ALLEE,DES SABLIERES,78290,CROISSY-SUR-SEINE,,78190,,,781900613_B,635921.5339906465,6864357.655391919,A,,,,,81.21Z,NAFRev2,O
327204087,00016,32720408700016,O,1983-04-26,31,2023,,2025-02-06T02:09:11.878,true,A,O,,1983-04-26,5710,SEINO VISION,,,,,,,,,,,56.10A,NAFRev2,,N,,31,2023,00016,2024-03-22T09:28:19,GE,2023,EMBARCADERE,,,,PORT,DE LA BOURDONNAIS,75007,PARIS,,75107,,,751075203_B,648275.463549466,6862568.355265534,A,,,,,56.10A,NAFRev2,O
327215869,00030,32721586900030,O,1991-12-25,32,2023,,2025-01-31T02:18:44.386,true,A,O,,1983-03-23,5499,ACTION TECHNIQUE NETTOYAGE ATN,,,,,,,,,,,81.21Z,NAFRev2,,N,,32,2023,00030,2024-03-22T09:28:19,ETI,2023,,8,,,BOULEVARD,DE MENILMONTANT,75020,PARIS,,75120,,,751206267_B,655226.8129427214,6862247.919398719,A,,,,,81.21Z,NAFRev2,O
327280368,00181,32728036800181,O,2017-11-02,22,2023,,2025-02-09T02:27:35.819,true,A,O,,1972-01-01,5710,MARIE,,,,,,,,,,,10.85Z,NAFRev2,,N,,41,2023,00181,2024-03-22T09:28:19,GE,2023,22-24,22,,,RUE,SAARINEN,94150,RUNGIS,,94065,,,94065u5ea_B,652524.7774324282,6850082.065068253,A,,,,,10.85Z,NAFRev2,O
327356853,00215,32735685300215,O,2005-12-19,21,2023,,2024-03-30T05:14:45.775,true,A,O,,1983-05-18,5710,ROCKWELL AUTOMATION SAS,,,,,,,,,,,46.52Z,NAFRev2,,N,,31,2023,00215,2025-10-28T16:31:41.251,PME,2023,LE VAL SAINT QUENTIN,2,,,RUE,RENE CAUDRON,78960,VOISINS-LE-BRETONNEUX,,78688,,,786880414_B,630944.4721516274,6851588.601660941,A,,,,,46.52Z,NAFRev2,O
327378063,00108,32737806300108,O,2009-05-17,21,2023,,2025-01-09T05:32:38.289,true,C,O,,1983-03-01,9220,CENTRE D'AIDE PAR LE TRAVAIL DE L'ARMME,,,,,,,,,,,88.10C,NAFRev2,,O,,22,2023,00108,2025-01-09T05:32:38.269,PME,2023,,10,,,RUE,CHARLES CROS,95320,SAINT-LEU-LA-FORET,,95563,,,955630202_B,645131.4260911178,6878217.503570881,F,,,,,88.10C,NAFRev2,N
327435137,00036,32743513700036,O,1997-04-01,21,2023,,2025-01-25T02:35:31.13,true,A,O,,1983-07-01,5710,ESSI,,,,,,,,,,,70.10Z,NAFRev2,,N,,21,2023,00036,2024-03-22T09:28:19,ETI,2023,12 A 14,12,,,RUE,COURAT,75020,PARIS,,75120,,,751202380_B,656381.1611957924,6862059.194351817,A,,,,,70.10Z,NAFRev2,O
327562286,00044,32756228600044,O,1996-05-15,21,2023,,2025-03-28T13:01:33.993,true,A,O,,1983-06-01,5710,EURO DECISION,,,,,,,,,,,62.01Z,NAFRev2,,,,21,2023,00044,2025-03-28T13:01:33.984,PME,2023,,9,,,RUE,DE LA PORTE DE BUC,78000,VERSAILLES,,78646,,,786462390_B,636656.8300299965,6855238.878559345,A,,,,,62.01Z,NAFRev2,O
327643235,00051,32764323500051,O,1999-07-08,21,2023,,2025-11-04T12:31:37.557,true,A,O,,1983-06-27,5710,UNIVERSAL PAYSAGE,,,,,,,,,,,81.30Z,NAFRev2,,N,,21,2023,00051,2025-11-04T12:31:37.536,PME,2023,,8,,,RUE,PHILIPPE LEBON,77500,CHELLES,,77108,,,771082895_B,670581.3891057561,6863552.244901911,A,,,,,81.30Z,NAFRev2,O
327643979,00013,32764397900013,O,1983-05-01,32,2023,,2025-06-02T12:01:31.801,true,A,O,,1983-05-01,5710,COMPOSITE INDUSTRIE,,,,,,,,,,,22.29A,NAFRev2,,N,,32,2023,00013,2025-06-02T12:01:31.781,GE,2023,ZAC DE LA MARINIERE,32,B,,RUE,GUTENBERG,91070,BONDOUFLE,,91086,,,910860370_C,,,A,,,,,22.29A,NAFRev2,O
327657169,00337,32765716900337,O,2022-03-21,21,2023,,2024-03-30T12:28:51.052,true,A,O,,1983-07-28,5710,BNP PARIBAS REAL ESTATE VALUATION FRANCE,COEXTIM,,,,,,,,,,68.31Z,NAFRev2,,N,,21,2023,00337,2024-03-22T09:28:19,GE,2023,,50,,,COURS,DE L'ILE SEGUIN,92100,BOULOGNE-BILLANCOURT,,92012,,,920128534_B,643686.1761549703,6858798.4696831275,A,,,,BNPPRE VALUATION FRANCE,68.31Z,NAFRev2,O
